S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,P(Df) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,P(Df) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x,P(Df) test_x
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,0,,0.9655115604400635,,,,,,,,,,,
0,0,,0.8146993517875671,,,,,,,,,,,
0,0,,0.8146993517875671,,,,,,,,,,,
0,1,,0.8146993517875671,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,0,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
0,1,,0.8363277912139893,,,,,,,,,,,
0,0,,0.8363277912139893,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
0,1,,0.7075822949409485,,,,,,,,,,,
0,0,,0.7075822949409485,,,,,,,,,,,
0,0,,0.7075822949409485,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,0,,0.990192711353302,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
0,0,,0.7075822949409485,,,,,,,,,,,
0,1,,0.7075822949409485,,,,,,,,,,,
0,0,,0.7075822949409485,,,,,,,,,,,
1,1,,0.9884557723999023,,,,,,,,,,,
1,1,,0.9884557723999023,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
0,1,,0.8363277912139893,,,,,,,,,,,
0,1,,0.8363277912139893,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,0,,0.8021969199180603,,,,,,,,,,,
0,0,,0.68380206823349,,,,,,,,,,,
0,1,,0.68380206823349,,,,,,,,,,,
0,1,,0.68380206823349,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.598344087600708,,,,,,,,,,,
0,0,,0.598344087600708,,,,,,,,,,,
0,0,,0.598344087600708,,,,,,,,,,,
0,1,,0.8146993517875671,,,,,,,,,,,
0,1,,0.8146993517875671,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,0,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3708924353122711,,,,,,,,,,,
1,0,,0.3708924353122711,,,,,,,,,,,
1,1,,0.3708924353122711,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
0,1,,0.8363277912139893,,,,,,,,,,,
0,0,,0.8363277912139893,,,,,,,,,,,
0,1,,0.8363277912139893,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,0,,0.785230278968811,,,,,,,,,,,
0,0,,0.785230278968811,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8722029328346252,,,,,,,,,,,
0,0,,0.8722029328346252,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
1,1,,0.9904775023460388,,,,,,,,,,,
1,1,,0.9904775023460388,,,,,,,,,,,
1,1,,0.9904775023460388,,,,,,,,,,,
0,1,,0.598344087600708,,,,,,,,,,,
0,0,,0.598344087600708,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,0,,0.8021969199180603,,,,,,,,,,,
0,0,,0.8404217958450317,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,1,,0.9916589260101318,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,0,,0.3311871886253357,,,,,,,,,,,
1,0,,0.3311871886253357,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.665364682674408,,,,,,,,,,,
0,0,,0.665364682674408,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,0,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,0,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9904775023460388,,,,,,,,,,,
1,1,,0.9904775023460388,,,,,,,,,,,
1,1,,0.9904775023460388,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9985432028770447,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
0,0,,0.8219444751739502,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
0,1,,0.7856298685073853,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.32719701528549194,,,,,,,,,,,
1,0,,0.32719701528549194,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,0,,0.9747977256774902,,,,,,,,,,,
0,0,,0.665364682674408,,,,,,,,,,,
0,0,,0.665364682674408,,,,,,,,,,,
0,1,,0.665364682674408,,,,,,,,,,,
0,1,,0.665364682674408,,,,,,,,,,,
0,0,,0.665364682674408,,,,,,,,,,,
0,0,,0.665364682674408,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
0,1,,0.7977495193481445,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,0,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9983182549476624,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.990192711353302,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,1,,0.7213230729103088,,,,,,,,,,,
0,1,,0.7213230729103088,,,,,,,,,,,
0,1,,0.7213230729103088,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,0,,0.4027806222438812,,,,,,,,,,,
1,1,,0.4027806222438812,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9784928560256958,,,,,,,,,,,
1,0,,0.39755696058273315,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9892210364341736,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9747977256774902,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
0,0,,0.7930412292480469,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
0,1,,0.8722029328346252,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,0,,0.8021969199180603,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,1,,0.9962774515151978,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,1,,0.8244859576225281,,,,,,,,,,,
0,0,,0.8244859576225281,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
0,1,,0.8063774108886719,,,,,,,,,,,
0,0,,0.8063774108886719,,,,,,,,,,,
0,0,,0.8146993517875671,,,,,,,,,,,
0,0,,0.8146993517875671,,,,,,,,,,,
0,1,,0.8146993517875671,,,,,,,,,,,
0,0,,0.8254302144050598,,,,,,,,,,,
0,1,,0.8254302144050598,,,,,,,,,,,
0,1,,0.8254302144050598,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,0,,0.43280455470085144,,,,,,,,,,,
1,0,,0.43280455470085144,,,,,,,,,,,
1,1,,0.43280455470085144,,,,,,,,,,,
0,1,,0.8146993517875671,,,,,,,,,,,
0,1,,0.8146993517875671,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.39755696058273315,,,,,,,,,,,
1,0,,0.39755696058273315,,,,,,,,,,,
1,1,,0.39755696058273315,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,1,,0.8208843469619751,,,,,,,,,,,
0,0,,0.8208843469619751,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9958492517471313,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9799674153327942,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9876986145973206,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,1,,0.8021969199180603,,,,,,,,,,,
0,0,,0.8021969199180603,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9879468679428101,,,,,,,,,,,
1,1,,0.9884557723999023,,,,,,,,,,,
1,1,,0.9884557723999023,,,,,,,,,,,
0,1,,0.785230278968811,,,,,,,,,,,
0,0,,0.785230278968811,,,,,,,,,,,
0,1,,0.785230278968811,,,,,,,,,,,
0,0,,0.6374225616455078,,,,,,,,,,,
0,1,,0.6374225616455078,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
1,0,,0.42535459995269775,,,,,,,,,,,
1,1,,0.42535459995269775,,,,,,,,,,,
1,1,,0.42535459995269775,,,,,,,,,,,
0,1,,0.6582893133163452,,,,,,,,,,,
0,1,,0.6582893133163452,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,0,,0.3978848457336426,,,,,,,,,,,
1,0,,0.3978848457336426,,,,,,,,,,,
1,1,,0.3978848457336426,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
1,1,,0.9982101917266846,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
0,1,,0.7930412292480469,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.9655115604400635,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,0,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.9845519065856934,,,,,,,,,,,
1,1,,0.36578139662742615,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,1,,0.9988534450531006,,,,,,,,,,,
1,0,,0.3705313801765442,,,,,,,,,,,
1,1,,0.3705313801765442,,,,,,,,,,,
